fru_minor_type,dn,fru_major_type,vid,series,_ManagedObject__xtra_props,pid,_handle,_ManagedObject__xtra_props_dirty_mask,clei,oem_part_number,_ManagedObject__status,_class_id,child_action,sku,descr,_ManagedObject__parent_dn,collected_date,policy_owner,sacl,policy_level,rn,status,description,oem_name,int_id,_ManagedObject__parent_mo,name,_child,_dirty_mask,is_sec_fw_update,caption,part_number,vendor_equipment_type
,capabilities/manufacturer-0x80CE-model-M393B5270DH0-YH9-revision-MARIN/manufacturing,,01,,{},UCS-MR-2x041RX-C,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B5270DH0-YH9,,EquipmentManufacturingDef,,UCS-MR-2x041RX-C,,capabilities/manufacturer-0x80CE-model-M393B5270DH0-YH9-revision-MARIN,2016-12-28 06:58:41,local,,0,manufacturing,,4GB DDR3-1333-MHz RDIMM/PC3-10600/single rank/1.35v,"Samsung Electronics, Inc.",257205,,4GB DDR3-1333-MHz RDIMM/PC3-10600/single rank/1.35v,[],0,,4GB DDR3-1333-MHz RDIMM/PC3-10600/single rank/1.35v,15-13492-01,
,capabilities/manufacturer-0xCE00-model-M393B2K70DMB-YH9-revision-MARIN/manufacturing,,V01,,{},UCS-MR-2x164RX-D,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B2K70DMB-YH9,,EquipmentManufacturingDef,,UCS-MR-2x164RX-D,,capabilities/manufacturer-0xCE00-model-M393B2K70DMB-YH9-revision-MARIN,2016-12-28 06:58:41,local,,0,manufacturing,,"16GB,DDR3-1333-MHzs,RDIMM,Quad rank/1.35V","Samsung Electronics, Inc.",257207,,"16GB,DDR3-1333-MHzs,RDIMM,Quad rank/1.35V",[],0,,"16GB,DDR3-1333-MHzs,RDIMM,Quad rank/1.35V",15-13255-01,
,capabilities/manufacturer-0x80CE-model-M393B5170FH0-YH9-revision-MARIN/manufacturing,,V01,,{},A02-M308GB3-2,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B5170FH0-YH9,,EquipmentManufacturingDef,,A02-M308GB3-2,,capabilities/manufacturer-0x80CE-model-M393B5170FH0-YH9-revision-MARIN,2016-12-28 06:58:41,local,,0,manufacturing,,2x4GB Kit DDR3-1333MHz RDIMM/PC3-10600,"Samsung Electronics, Inc.",257209,,2x4GB Kit DDR3-1333MHz RDIMM/PC3-10600,[],0,,2x4GB Kit DDR3-1333MHz RDIMM/PC3-10600,15-12301-01,
,capabilities/manufacturer-Broadcom Corp.-model-N2XX-ABPCI02-revision-1/manufacturing,,V01,,{},N2XX-ABPCI02,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,BCM57711,,EquipmentManufacturingDef,,N2XX-ABPCI02,,capabilities/manufacturer-Broadcom Corp.-model-N2XX-ABPCI02-revision-1,2016-12-28 06:58:41,local,,0,manufacturing,,"Broadcom BCM57711 Dual Port TOE, iSCSI, FCoE, and RDMA",Broadcom Corp.,257213,,Broadcom 10GbE Onboard Adapter,[],0,,Broadcom BCM57711 10 Gbps Ethernet Onboard Adapter,N2XX-ABPCI02,
,capabilities/manufacturer-Emulex Corp.-model-UCSC-PCIE-ESFP-revision-0/manufacturing,,V01,,{},UCSC-PCIE-ESFP,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,OCe11102-F,,EquipmentManufacturingDef,,UCSC-PCIE-ESFP,,capabilities/manufacturer-Emulex Corp.-model-UCSC-PCIE-ESFP-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Emulex OneConnect OCe11102-F Dual-Port 10-Gbps Ethernet-to-PCIe Converged Network Adapter (CNA) (SFP+ copper),Emulex Corp.,257228,,Emulex OCe11102-F,[],0,,Emulex OCe11102-F Converged Network Adapter,UCSC-PCIE-ESFP,
,capabilities/manufacturer-Cisco Systems Inc-model-N20-I6584-revision-0/manufacturing,,V01,,{},N20-I6584,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N20-I6584,,capabilities/manufacturer-Cisco Systems Inc-model-N20-I6584-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Cisco UCS 2104XP 4 Port I/O Module,,257249,,Cisco UCS 2104XP,[],0,,Cisco UCS 2104XP 4 Port I/O Module,68-3214-05,
,capabilities/manufacturer-Broadcom Corp.-model-N2XX-ABPCI02-revision-0/manufacturing,,V01,,{},N2XX-ABPCI02,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,BCM57711,,EquipmentManufacturingDef,,N2XX-ABPCI02,,capabilities/manufacturer-Broadcom Corp.-model-N2XX-ABPCI02-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Broadcom BCM57711 Dual Port 10GbE NIC w/TOE iSCSI,Broadcom Corp.,257257,,Broadcom 10GbE Adapter,[],0,,Broadcom BCM57711 10 Gbps Ethernet Adapter,N2XX-ABPCI02,
,capabilities/manufacturer-Cisco Systems-model-N5K-C5010P-BF-revision-0/manufacturing,,V01,,{},N10-S6100,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N10-S6100,,capabilities/manufacturer-Cisco Systems-model-N5K-C5010P-BF-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Cisco UCS 6120XP 20 Port 1RU Fabric Interconnect,,257278,,Cisco UCS 6120XP,[],0,,Cisco UCS 6120XP 20 Port Fabric Interconnect,N10-S6100,
,capabilities/manufacturer-Cisco Systems-model-N5K-C5020P-BF-revision-0/manufacturing,,V01,,{},N10-S6200,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N10-S6200,,capabilities/manufacturer-Cisco Systems-model-N5K-C5020P-BF-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Cisco UCS 6140XP 40 Port 2RU Fabric Interconnect,,257286,,Cisco UCS 6140XP,[],0,,Cisco UCS 6140XP 40 Port Fabric Interconnect,N10-S6200,
,capabilities/manufacturer-Qlogic Corp.-model-UCSC-PCIE-QSFP-revision-0/manufacturing,,V01,,{},UCSC-PCIE-QSFP,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,QLE8242,,EquipmentManufacturingDef,,UCSC-PCIE-QSFP,,capabilities/manufacturer-Qlogic Corp.-model-UCSC-PCIE-QSFP-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,QLogic QLE8242 Dual-Port 10-Gbps Ethernet-to-PCIe Converged Network Adapter (CNA) (SFP+ copper),Qlogic Corp.,257296,,QLogic QLE8242,[],0,,Qlogic QLE8242 Converged Network Adapter,UCSC-PCIE-QSFP,
1,capabilities/manufacturer-Cisco Systems Inc-model-N20-C6508-revision-0/manufacturing,1,V01,,{},N20-C6508,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N20-C6508,,capabilities/manufacturer-Cisco Systems Inc-model-N20-C6508-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"Cisco Blade Server Chassis, 6U with Eight Blade Server Slots",,257307,,Cisco UCS 5108,[],0,,Cisco UCS 5108 Blade Server Chassis,N20-C6508,
,capabilities/manufacturer-0x802C-model-MT36JSF1G72PZ-1G9K1-revision-0/manufacturing,,V01,,{},UCS-MR-1X082RZ-A,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,MT36JSF1G72PZ-1G9K1,,EquipmentManufacturingDef,,UCS-MR-1X082RZ-A,,capabilities/manufacturer-0x802C-model-MT36JSF1G72PZ-1G9K1-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,8GB DDR3-1866MHz RDIMM/PC3-12800/dual rank/1.5V,"Micron Technology, Inc.",257312,,8GB DDR3-1866MHz RDIMM/PC3-12800/dual rank/1.5V,[],0,,8GB DDR3-1866MHz RDIMM/PC3-12800/dual rank/1.5V,15-14068-01,
,capabilities/manufacturer-Cisco Systems Inc-model-N20-FAN5-revision-0/manufacturing,,V01,,{},N20-FAN5,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N20-FAN5,,capabilities/manufacturer-Cisco Systems Inc-model-N20-FAN5-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Fan Module for UCS 5108 Blade Server Chassis,,257314,,Fan Module for UCS 5108 Blade Server Chassis,[],0,,Fan Module for UCS 5108 Blade Server Chassis,N20-FAN5,
,capabilities/manufacturer-0x2C00-model-MT36JSF1G72PZ-1G9K1-revision-0/manufacturing,,V01,,{},UCS-MR-1X082RZ-A,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,MT36JSF1G72PZ-1G9K1,,EquipmentManufacturingDef,,UCS-MR-1X082RZ-A,,capabilities/manufacturer-0x2C00-model-MT36JSF1G72PZ-1G9K1-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,8GB DDR3-1866MHz RDIMM/PC3-12800/dual rank/1.5V,"Micron Technology, Inc.",257317,,8GB DDR3-1866MHz RDIMM/PC3-12800/dual rank/1.5V,[],0,,8GB DDR3-1866MHz RDIMM/PC3-12800/dual rank/1.5V,15-14068-01,
,capabilities/manufacturer-0x802C-model-36KSZF1G72PZ-1G4D1-revision-1/manufacturing,,V01,,{},A02-M316GB1-2-L/A02-M316GB1-2,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,MT36KSZF1G72PZ-1G4D1,,EquipmentManufacturingDef,,A02-M316GB1-2-L/A02-M316GB1-2,,capabilities/manufacturer-0x802C-model-36KSZF1G72PZ-1G4D1-revision-1,2016-12-28 06:58:41,local,,0,manufacturing,,16GB DDR3-1333MHz RDIMM/PC3-10600/2x8GB 2R Kit/dual or standard voltage,"Micron Technology, Inc.",257319,,16GB DDR3-1333MHz RDIMM/PC3-10600/2x8GB 2R Kit/dual or standard voltage,[],0,,16GB DDR3-1333MHz RDIMM/PC3-10600/2x8GB 2R Kit/dual or standard voltage,15-12305-01,
,capabilities/manufacturer-0x2C00-model-36KSZF1G72PZ-1G4D1-revision-1/manufacturing,,V01,,{},A02-M316GB1-2-L/A02-M316GB1-2,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,MT36KSZF1G72PZ-1G4D1,,EquipmentManufacturingDef,,A02-M316GB1-2-L/A02-M316GB1-2,,capabilities/manufacturer-0x2C00-model-36KSZF1G72PZ-1G4D1-revision-1,2016-12-28 06:58:41,local,,0,manufacturing,,16GB DDR3-1333MHz RDIMM/PC3-10600/2x8GB 2R Kit/dual or standard voltage,"Micron Technology, Inc.",257322,,16GB DDR3-1333MHz RDIMM/PC3-10600/2x8GB 2R Kit/dual or standard voltage,[],0,,16GB DDR3-1333MHz RDIMM/PC3-10600/2x8GB 2R Kit/dual or standard voltage,15-12305-01,
,capabilities/manufacturer-0x2C00-model-36JSZF51272PZ1G4F1-revision-0/manufacturing,,V01,,{},N01-M304GB1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,MT36JSZF51272PZ-1G4F1,,EquipmentManufacturingDef,,N01-M304GB1,,capabilities/manufacturer-0x2C00-model-36JSZF51272PZ1G4F1-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz","Micron Technology, Inc.",257325,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz",[],0,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz",15-11767-01,
,capabilities/manufacturer-0xAD00-model-HMT31GR7AFR4C-H9DB-revision-0/manufacturing,,V01,,{},N01-M308GA1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,HMT31GR7AFR4C-H9DB,,EquipmentManufacturingDef,,N01-M308GA1,,capabilities/manufacturer-0xAD00-model-HMT31GR7AFR4C-H9DB-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,8GB DDR3-1066MHz RDIMM/PC3-8500/quad rank 1Gb DRAM,Hynix Semiconductor Inc.,257328,,8GB DDR3-1066MHz RDIMM/PC3-8500/quad rank 1Gb DRAM,[],0,,8GB DDR3-1066MHz RDIMM/PC3-8500/quad rank 1Gb DRAM,15-11928-01,
,capabilities/manufacturer-Qlogic Corp.-model-N2XX-AQPCI01-revision-0/manufacturing,,V01,,{},N2XX-AQPCI01,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,QLE8152,,EquipmentManufacturingDef,,N2XX-AQPCI01,,capabilities/manufacturer-Qlogic Corp.-model-N2XX-AQPCI01-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,QLogic QLE8152 Dual-Port 10-Gbps Ethernet-to-PCIe Converged Network Adapter (CNA) (SFP+ copper),Qlogic Corp.,257336,,QLogic QLE8152,[],0,,Qlogic QLE8152 Converged Network Adapter,N2XX-AQPCI01,
,capabilities/manufacturer-0x2C00-model-36JSZF51272PY1G4D1-revision-0/manufacturing,,V01,,{},N01-M304GB1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,MT36JSZF51272PY-1G4D1,,EquipmentManufacturingDef,,N01-M304GB1,,capabilities/manufacturer-0x2C00-model-36JSZF51272PY1G4D1-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz","Micron Technology, Inc.",257346,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz",[],0,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz",15-11767-01,
,capabilities/manufacturer-0x5105-model-IMSH4GP12A1F1C-13H-revision-0/manufacturing,,V01,,{},N01-M304GB1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,IMSH4GP12A1F1C-13H,,EquipmentManufacturingDef,,N01-M304GB1,,capabilities/manufacturer-0x5105-model-IMSH4GP12A1F1C-13H-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz",Qimonda AG i. In.,257349,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz",[],0,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz",15-11767-01,
,capabilities/manufacturer-0x802C-model-18JSF25672PY-1G1D1-revision-0/manufacturing,,V01,,{},N01-M302GA1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,MT18JSF25672PY-1G1D1,,EquipmentManufacturingDef,,N01-M302GA1,,capabilities/manufacturer-0x802C-model-18JSF25672PY-1G1D1-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2GB DDR3 DIMM; ECC, Registered, 1066MHz","Micron Technology, Inc.",257352,,"2GB DDR3 DIMM; ECC, Registered, 1066MHz",[],0,,"2GB DDR3 DIMM; ECC, Registered, 1066MHz",15-11764-01,
,capabilities/manufacturer-0x2C00-model-16JTF25664AZ-1G4F1-revision-0/manufacturing,,V01,,{},A02-U302GB1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,MT16JTF25664AZ-1G4F1,,EquipmentManufacturingDef,,A02-U302GB1,,capabilities/manufacturer-0x2C00-model-16JTF25664AZ-1G4F1-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"DDR3,256Mx64,667 Mhz,UDIMM","Micron Technology, Inc.",257355,,"DDR3,256Mx64,667 Mhz,UDIMM",[],0,,"DDR3,256Mx64,667 Mhz,UDIMM",15-12158-01,
,capabilities/manufacturer-0x2C00-model-18JSF25672PY-1G1DZ-revision-0/manufacturing,,V01,,{},N01-M302GA1-exp,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,Experimental,,EquipmentManufacturingDef,,N01-M302GA1,,capabilities/manufacturer-0x2C00-model-18JSF25672PY-1G1DZ-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2GB DDR3 DIMM; ECC, Registered, 1066MHz","Micron Technology, Inc.",257357,,"2GB DDR3 DIMM; ECC, Registered, 1066MHz",[],0,,"2GB DDR3 DIMM; ECC, Registered, 1066MHz",15-11764-01,
,capabilities/manufacturer-0x802C-model-36JSZF51272PY1G4DZ-revision-0/manufacturing,,V01,,{},N01-M304GB1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,MT36JSZF51272PY-1G4DZES,,EquipmentManufacturingDef,,N01-M304GB1,,capabilities/manufacturer-0x802C-model-36JSZF51272PY1G4DZ-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz","Micron Technology, Inc.",257359,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz",[],0,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz",15-11767-01,
,capabilities/manufacturer-0x2C00-model-36JSZF51272PY1G1D1-revision-0/manufacturing,,V01,,{},N01-M304GA1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,MT36JSZF51272PY1G1D1,,EquipmentManufacturingDef,,N01-M304GA1,,capabilities/manufacturer-0x2C00-model-36JSZF51272PY1G1D1-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"4GB DDR3 DIMM; ECC, Registered, 1066MHz","Micron Technology, Inc.",257362,,"4GB DDR3 DIMM; ECC, Registered, 1066MHz",[],0,,"4GB DDR3 DIMM; ECC, Registered, 1066MHz",15-11766-01,
,capabilities/manufacturer-0xAD00-model-HMT42GR7BMR4A-H9DX-revision-0/manufacturing,,V01,,{},A02-M316GB2-L,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,HMT42GR7BMR4A-H9DX,,EquipmentManufacturingDef,,A02-M316GB2-L,,capabilities/manufacturer-0xAD00-model-HMT42GR7BMR4A-H9DX-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"IC,DDR3,DDR3-1333,16GB, 667MHZ,RDIMM,240p,8K cycles,1.5V,2Gb,QUAD RANK",Hynix Semiconductor Inc.,257365,,"IC,DDR3,DDR3-1333,16GB, 667MHZ,RDIMM,240p,8K cycles,1.5V,2Gb,QUAD RANK",[],0,,"IC,DDR3,DDR3-1333,16GB, 667MHZ,RDIMM,240p,8K cycles,1.5V,2Gb,QUAD RANK",15-12855-01,
,capabilities/manufacturer-ATA-model-SSDSA2SH064G1GC INTEL-revision-0/manufacturing,,V01,,{},N20-D064SSD,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,SSDSA2SH064G1GC,,EquipmentManufacturingDef,,A03-SSD064GB,,capabilities/manufacturer-ATA-model-SSDSA2SH064G1GC INTEL-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,64G X-25E SATA Solid State Drive,Intel Corp.,257368,,64G X-25E SATA Solid State Drive,[],0,,64G X-25E SATA Solid State Drive,16-3863-0,
,capabilities/manufacturer-0x802C-model-18JSF25672PY-1G4D1-revision-0/manufacturing,,V01,,{},N01-M302GB1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,MT18JSF25672PY-1G4D1,,EquipmentManufacturingDef,,N01-M302GB1,,capabilities/manufacturer-0x802C-model-18JSF25672PY-1G4D1-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2GB DDR3 DIMM; ECC, Registered, 1333MHz","Micron Technology, Inc.",257372,,"2GB DDR3 DIMM; ECC, Registered, 1333MHz",[],0,,"2GB DDR3 DIMM; ECC, Registered, 1333MHz",15-11765-01,
,capabilities/manufacturer-0x802C-model-18JSF25672PZ-1G4F1-revision-0/manufacturing,,V01,,{},N01-M302GB1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,MT18JSF25672PZ-1G4F1,,EquipmentManufacturingDef,,N01-M302GB1,,capabilities/manufacturer-0x802C-model-18JSF25672PZ-1G4F1-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2GB DDR3 DIMM; ECC, Registered, 1333MHz","Micron Technology, Inc.",257374,,"2GB DDR3 DIMM; ECC, Registered, 1333MHz",[],0,,"2GB DDR3 DIMM; ECC, Registered, 1333MHz",15-11765-01,
,capabilities/manufacturer-0x802C-model-36JSZS1G72PY-1G4A1-revision-0/manufacturing,,V01,,{},N01-M308GB2,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,MT36JSZS1G72PY-1G4A1,,EquipmentManufacturingDef,,N01-M308GB2,,capabilities/manufacturer-0x802C-model-36JSZS1G72PY-1G4A1-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank 2Gb DRAM,"Micron Technology, Inc.",257376,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank 2Gb DRAM,[],0,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank 2Gb DRAM,15-11961-01,
Not Applicable,capabilities/manufacturer-LSI Corp.-model-LSI SAS30813E-R-revision-0/manufacturing,Not Applicable,V01,,{},R250-PL003,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,SAS30813E-R,,EquipmentManufacturingDef,,R250-PL003,,capabilities/manufacturer-LSI Corp.-model-LSI SAS30813E-R-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,LSI SAS30813E-R - SAS/SATA RAID 0/1 PCIe Card,LSI Corp.,257381,,LSI SAS30813E-R,[],0,,LSI SAS30813E-R - SAS/SATA RAID 0/1 PCIe Card,74-7098-01,Not Applicable
,capabilities/manufacturer-0x802C-model-72JSZS1G72PZ-1G1D1-revision-0/manufacturing,,V01,,{},N01-M308GA1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,MT72JSZS1G72PZ-1G1D1,,EquipmentManufacturingDef,,N01-M308GA1,,capabilities/manufacturer-0x802C-model-72JSZS1G72PZ-1G1D1-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,8GB DDR3-1066MHz RDIMM/PC3-8500/quad rank 1Gb DRAM,"Micron Technology, Inc.",257387,,8GB DDR3-1066MHz RDIMM/PC3-8500/quad rank 1Gb DRAM,[],0,,8GB DDR3-1066MHz RDIMM/PC3-8500/quad rank 1Gb DRAM,15-11928-01,
,capabilities/manufacturer-0x802C-model-36KSZF1G72PZ-1G4D1-revision-0/manufacturing,,V01,,{},N01-M308GB2-L/N01-M308GB2,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,MT36KSZF1G72PZ-1G4D1,,EquipmentManufacturingDef,,N01-M308GB2-L/N01-M308GB2,,capabilities/manufacturer-0x802C-model-36KSZF1G72PZ-1G4D1-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/dual or standard voltage,"Micron Technology, Inc.",257390,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/dual or standard voltage,[],0,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/dual or standard voltage,15-12291-01,
,capabilities/manufacturer-Emulex Corp.-model-N2XX-AEPCI01-revision-0/manufacturing,,V01,,{},N2XX-AEPCI01,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,OCe10102-F,,EquipmentManufacturingDef,,N2XX-AEPCI01,,capabilities/manufacturer-Emulex Corp.-model-N2XX-AEPCI01-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Emulex OneConnect OCe10102-F Dual-Port 10-Gbps Ethernet-to-PCIe Converged Network Adapter (CNA) (SFP+ copper),Emulex Corp.,257401,,Emulex OCe10102-F,[],0,,Emulex OCe10102-F Converged Network Adapter,N2XX-AEPCI01,
,capabilities/manufacturer-0x802C-model-36JSZF51272PZ1G4F1-revision-0/manufacturing,,V01,,{},N01-M304GB1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,MT36JSZF51272PZ-1G4F1,,EquipmentManufacturingDef,,N01-M304GB1,,capabilities/manufacturer-0x802C-model-36JSZF51272PZ1G4F1-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz","Micron Technology, Inc.",257411,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz",[],0,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz",15-11767-01,
,capabilities/manufacturer-0x80AD-model-HMT31GR7AFR4C-H9DB-revision-0/manufacturing,,V01,,{},N01-M308GA1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,HMT31GR7AFR4C-H9DB,,EquipmentManufacturingDef,,N01-M308GA1,,capabilities/manufacturer-0x80AD-model-HMT31GR7AFR4C-H9DB-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,8GB DDR3-1066MHz RDIMM/PC3-8500/quad rank 1Gb DRAM,Hynix Semiconductor Inc.,257414,,8GB DDR3-1066MHz RDIMM/PC3-8500/quad rank 1Gb DRAM,[],0,,8GB DDR3-1066MHz RDIMM/PC3-8500/quad rank 1Gb DRAM,15-11928-01,
,capabilities/manufacturer-0x802C-model-36JSZF51272PY1G4D1-revision-0/manufacturing,,V01,,{},N01-M304GB1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,MT36JSZF51272PY-1G4D1,,EquipmentManufacturingDef,,N01-M304GB1,,capabilities/manufacturer-0x802C-model-36JSZF51272PY1G4D1-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz","Micron Technology, Inc.",257417,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz",[],0,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz",15-11767-01,
,capabilities/manufacturer-0x8551-model-IMSH4GP12A1F1C-13H-revision-0/manufacturing,,V01,,{},N01-M304GB1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,IMSH4GP12A1F1C-13H,,EquipmentManufacturingDef,,N01-M304GB1,,capabilities/manufacturer-0x8551-model-IMSH4GP12A1F1C-13H-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz",Qimonda AG i. In.,257420,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz",[],0,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz",15-11767-01,
,capabilities/manufacturer-0x2C00-model-18JSF25672PY-1G1D1-revision-0/manufacturing,,V01,,{},N01-M302GA1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,MT18JSF25672PY-1G1D1,,EquipmentManufacturingDef,,N01-M302GA1,,capabilities/manufacturer-0x2C00-model-18JSF25672PY-1G1D1-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2GB DDR3 DIMM; ECC, Registered, 1066MHz","Micron Technology, Inc.",257423,,"2GB DDR3 DIMM; ECC, Registered, 1066MHz",[],0,,"2GB DDR3 DIMM; ECC, Registered, 1066MHz",15-11764-01,
,capabilities/manufacturer-ATA-model-SSDSA2SH032G1GN INTEL-revision-0/manufacturing,,V01,,{},N20-D032SSD,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,SSDSA2SH032G1,,EquipmentManufacturingDef,,N20-D032SSD,,capabilities/manufacturer-ATA-model-SSDSA2SH032G1GN INTEL-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,32G X-25E SATA Solid State Drive,Intel Corp.,257426,,32G X-25E SATA Solid State Drive,[],0,,32G X-25E SATA Solid State Drive,16-4002-01,
,capabilities/manufacturer-0x802C-model-16JTF25664AZ-1G4F1-revision-0/manufacturing,,V01,,{},A02-U302GB1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,MT16JTF25664AZ-1G4F1,,EquipmentManufacturingDef,,A02-U302GB1,,capabilities/manufacturer-0x802C-model-16JTF25664AZ-1G4F1-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"DDR3,256Mx64,667 Mhz,UDIMM","Micron Technology, Inc.",257430,,"DDR3,256Mx64,667 Mhz,UDIMM",[],0,,"DDR3,256Mx64,667 Mhz,UDIMM",15-12158-01,
